system:index,B11,B12,B2,B4,B5,B6,B7,B8,B8A,EVI,HH_HV_db,HH_db,HV_db,NBR,NDMI,NDRE,NDVI,VH_mean,VV_VH_ratio,VV_mean,VV_std,imsan,plot_id,younggup,.geo
58,1478.5377618970272,774.516728926425,347.6820691895404,310.5574143251584,801.3707974662985,2299.7212928374206,2775.5041416274157,2778.187185317524,2979.1470683774555,3.0537763359291112,3.750597867736566,-4.78087145920765,-8.531469326944217,0.5640613158541726,0.3055281117704573,0.5504867616587887,0.7978557330711586,-14.198477952142628,5.660999347544377,-8.537478604598249,1.9190241908827868,침엽수림(D),2763203,5영급,"{""type"":""Point"",""coordinates"":[127.84742266163786,36.37487416482869]}"
59,1502.9913905133203,816.1340155945421,412.74017218973364,361.96223196881095,899.65748862898,2312.4091130604284,2761.8043372319685,2778.195906432749,2934.5976283300843,3.2662511776154837,5.852627403733114,-3.887455625728667,-9.74008302946178,0.5455211706277573,0.2972826190451147,0.5105675252610791,0.769319875459376,-10.779651985688774,5.1329593273647545,-5.64669265832402,2.248975020336037,침엽수림(D),2763204,4영급,"{""type"":""Point"",""coordinates"":[127.84647287418322,36.37487151462937]}"
60,1799.446347402597,789.8999999999997,354.8552759740259,312.04334415584407,890.8375811688311,2835.1200487012984,3507.529707792207,3535.6050324675316,3752.7989448051944,2.940004775123319,6.366028229207678,-5.841466937741637,-12.207495166949315,0.6344485151615676,0.32514003112100587,0.5972697901145633,0.8377532916415895,-14.003956866129322,6.373397993796839,-7.630558872332483,2.134342546228061,활엽수림(H),2763241,5영급,"{""type"":""Point"",""coordinates"":[127.8473853862284,36.41113175230207]}"
61,1687.272048075362,824.8931297709923,363.9605327269775,359.4632126035407,900.2735098262143,2597.3443235341883,3154.0456391099565,3186.9857073249964,3422.9303232093553,2.7208797424060016,4.103776370528458,-5.083187743552355,-9.186964114080814,0.5879025492669869,0.30689888769894413,0.5585860513563795,0.7976583785083383,-11.650999094422218,5.406694932184683,-6.244304162237536,2.878507913968001,혼효림(M),2763242,4영급,"{""type"":""Point"",""coordinates"":[127.84737808167766,36.41157885769575]}"
62,1731.016477272727,770.7909902597402,359.4006493506493,326.29123376623374,866.882305194805,2838.403977272727,3474.3848214285713,3485.5843344155837,3716.945535714286,2.8785885792241728,4.2746518829882625,-5.5249804759255,-9.799632358913763,0.6371463971588858,0.3356749721344768,0.6008347898739222,0.828192940550009,-13.994046343672032,6.912663810733805,-7.081382532938228,2.1929030184848863,혼효림(M),2763243,4영급,"{""type"":""Point"",""coordinates"":[127.8477855163028,36.41088552045238]}"
63,1670.9416585524184,776.5270204479067,362.6453261927946,337.07919506653684,871.8773125608568,2667.1222005842255,3311.8074488802336,3351.5721356702375,3565.350129827978,2.8423608106794047,5.175930423549964,-7.950573382364229,-13.126503805914192,0.623336369842476,0.33433381529080236,0.5865629709608363,0.8168454818533424,-10.189040460478635,6.141567746199107,-4.0474727142795315,2.9038426963945385,혼효림(M),2763244,5영급,"{""type"":""Point"",""coordinates"":[127.84679706357221,36.41088405061187]}"
64,2182.1105792633457,999.5236086321596,397.74127859808533,387.5913516144735,1084.1210449456435,3207.773000162259,3705.525312347883,3904.8508843095897,4015.1719941586894,2.7120111000594758,6.146849335147219,-9.690015269041847,-15.836864604189063,0.5921146841720857,0.2829150980340411,0.5649538418335505,0.8186389114428699,-12.054908264547478,5.970200720082516,-6.0847075444649645,2.7516211734013267,활엽수림(H),2523361,1영급,"{""type"":""Point"",""coordinates"":[127.58059409982222,36.520891085494995]}"
65,2170.6973086900134,1015.1738813229574,393.4633592736706,381.0582846952011,1032.060311284047,3050.8005836575876,3631.242542153049,3801.7546206225684,3920.79620622568,2.723677192955943,4.1993336483322,-9.070588881676787,-13.26992253000899,0.5764161200450231,0.27094738275467917,0.5707980581145876,0.8158721588474801,-13.068523601286909,6.3586250438618945,-6.709898557425008,2.48259816400087,활엽수림(H),2523362,1영급,"{""type"":""Point"",""coordinates"":[127.5806105841922,36.5213352650817]}"
66,1773.877678571429,809.1699675324678,342.40892857142876,334.94472402597415,837.3786525974027,2645.064366883118,3181.3342532467545,3192.0818181818186,3450.9558441558456,2.7179769625873265,5.2132877225320655,-2.3977943146792593,-7.611082037211329,0.5941462633166775,0.28377314732581715,0.5840151767606593,0.8091110669454902,-14.263089591364738,6.38669699587069,-7.876392595494044,2.4887225788915166,활엽수림(H),2523363,1영급,"{""type"":""Point"",""coordinates"":[127.58108813983551,36.520652588590636]}"
67,2662.243098408574,1366.368301396557,496.3584767781747,583.8229132835336,1321.8969632997726,3439.7426924326082,4109.118950958102,4270.388194218903,4403.472962000649,2.31332297622808,4.847190272009044,-13.620747093964074,-18.467937365973118,0.51151419101915,0.2284543788884579,0.5217840245779601,0.7541529819367538,-15.574817722831034,6.037433586782778,-9.537384136048258,2.2188899382120524,활엽수림(H),2523364,1영급,"{""type"":""Point"",""coordinates"":[127.58008386158333,36.52066386215163]}"
68,1555.9652293726706,663.1689901118498,292.01775004052536,260.1106338142325,729.9973253363595,2328.6397309126282,2772.0259361322746,2919.920246393258,3029.5299886529424,2.9218035994009526,4.8086788356952574,-4.294441328414073,-9.10312016410933,0.6290614233050029,0.3039398685194054,0.5991613603569276,0.8359791701088702,-15.412775421572432,5.722762411846597,-9.690013009725833,2.363272416981542,혼효림(M),2603441,5영급,"{""type"":""Point"",""coordinates"":[127.67053264093397,36.59250975660714]}"
69,1411.399530059958,607.1378220709771,301.4882514989467,246.70815102900676,671.04772322152,2229.671366067088,2626.3821908928862,2619.7476097877175,2792.7910387295415,3.249452469129825,4.520337341332538,-6.024727422868359,-10.545064764200898,0.6230582778419733,0.298932520165006,0.5915911696141781,0.8273855542355977,-16.62336341033755,5.427265502008557,-11.196097908329,2.512493504454477,침엽수림(D),2603442,5영급,"{""type"":""Point"",""coordinates"":[127.67053414584126,36.5929430065838]}"
70,1603.4631732641142,702.7066839714471,298.8051589876702,283.0481018818949,774.7366158338739,2340.259571706684,2730.4620376378966,2841.9784231018816,2995.259003893575,2.844645904858163,2.855673849038552,-4.489937894397931,-7.345611743436482,0.6018717732081622,0.27707510775065075,0.5703856163115159,0.8179140828123294,-15.719999032088703,5.053429786145344,-10.666569245943363,2.085984554589363,혼효림(M),2603443,4영급,"{""type"":""Point"",""coordinates"":[127.67099667838627,36.59228367331259]}"
71,1574.0642313299852,686.2616231977969,282.1892110805118,262.81913170257565,694.6029483233435,2150.4594200550787,2560.632593552567,2689.457800097197,2858.408067390248,2.837695419207792,4.960521136018189,-5.02737653022207,-9.987897666240261,0.5916944877903803,0.2604621365854397,0.588321583569429,0.8210225988658082,-17.114437941196545,5.179227444495234,-11.935210496701314,3.650604295220144,혼효림(M),2603444,5영급,"{""type"":""Point"",""coordinates"":[127.67002784944431,36.5922866781891]}"
72,1744.0642172004552,855.2362217525606,331.7565436514388,289.96634693545764,839.7489839050562,2677.248252316697,3241.8922126483503,3299.194358640871,3466.8612420744607,2.9527620814884594,6.068305675327391,-4.309536929907535,-10.377842605234926,0.5880833337065654,0.308113310483819,0.5940945848209136,0.8383217912750434,-12.948965709257408,6.45997684697336,-6.488988862284047,2.058423977862645,혼효림(M),2763281,4영급,"{""type"":""Point"",""coordinates"":[127.84772150619959,36.44719372461552]}"
73,1748.233560642962,823.1317584023382,341.9713427504465,291.83341451534346,889.7610001623642,2873.936515668128,3458.600259782432,3538.6539210910873,3791.37765871083,2.9807469666178914,5.590018182585103,-6.124827219148671,-11.714845401733768,0.6224917574480812,0.3385861317568591,0.5981027283069801,0.8474505064865935,-13.970750330516855,6.485984219512274,-7.4847661110045784,2.0534937857301125,혼효림(M),2763282,4영급,"{""type"":""Point"",""coordinates"":[127.84772340558794,36.44764589857433]}"
74,1585.2500405778283,724.1373965265382,299.78298977438726,269.49634799545527,802.439295568901,2631.7683817562083,3209.3519720824547,3208.70037331602,3451.9323161824373,2.852068740066939,3.513510302880853,-5.711151250257918,-9.224661553138773,0.6315589396494146,0.33829619697487706,0.5994999472145173,0.8446040079745245,-16.32790755121318,5.961003243320113,-10.366904307893067,1.8485313196300328,혼효림(M),2763283,4영급,"{""type"":""Point"",""coordinates"":[127.8482164702868,36.44696403097917]}"
75,1779.6706207344816,842.7848553786158,354.3119109522263,293.82458563535914,860.3339291517713,2826.801267468313,3343.9048586285344,3396.4123334416645,3596.481881702958,3.1062948128871164,6.192552997415218,-5.934319793288978,-12.126872790704198,0.6020913966754572,0.3120281718169107,0.5956391818433004,0.8406433002302784,-13.728842031484657,6.7132909257242295,-7.015551105760428,1.8694971188322118,활엽수림(H),2763284,4영급,"{""type"":""Point"",""coordinates"":[127.84724170373563,36.44697085099327]}"
76,1587.2545439792273,715.5889321648815,398.0966407010709,364.16220382992526,878.1000486854915,2818.4275397598176,3447.295602077247,3495.26006166829,3673.719246997727,2.926013622200213,4.972376589817114,-7.387851422320387,-12.360228012137497,0.6581062975603136,0.37303319109113453,0.595999247475258,0.8088580330499414,-9.882073954058132,5.287602168990233,-4.594471785067899,3.0833597570367774,침엽수림(D),2763321,7영급,"{""type"":""Point"",""coordinates"":[127.84810026565873,36.48320759738468]}"
77,2020.745416193412,886.5219860457565,335.71685867272424,331.8882037968521,933.9886418951806,3264.2532857374645,4191.944832062308,4245.999350965439,4510.115041375953,2.6394374347305,3.80113870143123,-9.00424859063787,-12.805387292069101,0.653985754305271,0.3549447751159375,0.6384423606309577,0.8542026092337762,-11.014606030168503,7.00787825884508,-4.006727771323422,3.1544362049847194,활엽수림(H),2763322,7영급,"{""type"":""Point"",""coordinates"":[127.84810410056231,36.483662638497684]}"
78,1455.8103896103896,673.1849837662337,337.1704545454545,345.15413961038956,840.8188311688313,2495.5783279220773,3000.692532467533,3017.8965097402593,3208.9886363636356,2.620207446197211,4.395382345774638,-6.078526392893301,-10.47390873866794,0.6338918781171069,0.3477552648070132,0.5634055548892151,0.7928959823745823,-10.903370612512814,5.9323263155376,-4.9710442969752116,2.617393206000341,혼효림(M),2763323,6영급,"{""type"":""Point"",""coordinates"":[127.84858095977074,36.48297890461964]}"
79,1536.028705806033,705.8727700291925,430.04905935776844,413.8224943237108,914.6976159584822,2715.9230457346744,3254.2864093415506,3219.4879987025633,3514.1024975673054,2.839510897795824,4.423609587895803,-7.2825750049791305,-11.706184592874937,0.6395162657114974,0.35312634619013467,0.5565054011185319,0.7712388129741452,-10.060006225651957,5.533964367456418,-4.526041858195536,2.975397204431081,혼효림(M),2763324,6영급,"{""type"":""Point"",""coordinates"":[127.84761466984273,36.482985760250465]}"
80,1919.088502760637,817.0722637219878,280.4217278337123,258.2605553751217,877.5829814874962,3469.8894933419956,4222.258606690484,4239.416368950958,4531.733679766158,2.7005661294609618,4.326252184200156,-5.5666232996734495,-9.892875483873603,0.6767243532096624,0.3765851711171538,0.6568707053636066,0.8849135664678964,-18.774256148312052,6.424726430344483,-12.349529717967565,3.263119222974111,활엽수림(H),2763361,5영급,"{""type"":""Point"",""coordinates"":[127.84851287687998,36.51927345736923]}"
81,1879.2118066818034,877.2500810898478,318.17158611741814,341.74245864417776,933.9858092766785,3092.2626500162182,3695.2530003243596,3745.3970969834572,3953.3058709049637,2.489598790038183,3.2211762582738195,-4.2134581898441406,-7.4346344481179605,0.6166820116954557,0.3281544621248551,0.5973068351785836,0.828626974884977,-19.714294434675438,6.042211925016604,-13.672082509658841,4.086675152825019,nan,2763362,nan,"{""type"":""Point"",""coordinates"":[127.84852124805609,36.5197239579197]}"
82,1695.1700989135722,712.723204151127,277.5440246473164,252.81814496513695,756.7099886492621,3048.2720123236572,3754.3662234473813,3818.7036646667743,4008.5225393221976,2.7435302428963064,1.88134954615767,-6.208785202771572,-8.09013474892924,0.68395751040073,0.38388238280647347,0.6672885151595224,0.874471764489215,-17.163780240895125,5.985857669173693,-11.177922571721435,2.8182456618547898,혼효림(M),2763363,5영급,"{""type"":""Point"",""coordinates"":[127.84900014189651,36.51904363496571]}"
83,1876.0820350535541,792.1850860110354,267.47233041220386,255.3444498539435,856.5628042843233,3286.3086660175263,4103.792356377801,4104.127718273287,4421.415206101915,2.6491674070412388,5.5839344496580035,-3.289260107741357,-8.873194557399362,0.6757151633627296,0.37181583019943826,0.6540094323772039,0.8819664595016237,-18.860976322886017,6.76175936786775,-12.099216955018273,2.9116952493628783,활엽수림(H),2763364,6영급,"{""type"":""Point"",""coordinates"":[127.84803358394728,36.519046533568556]}"
84,1613.5982157339822,871.1974047039741,382.12238442822394,391.61184103811854,911.7851581508518,2105.3654501216547,2583.3238442822385,2634.2797242497977,2760.9456609894564,2.655463459768611,2.761872086401527,-8.85771496880395,-11.61958705520548,0.49629964609348104,0.23809084284609847,0.478317133377082,0.7326956968543624,-16.422445217829253,6.7568323393690735,-9.665612878460179,2.2093203695393546,nan,2523242,nan,"{""type"":""Point"",""coordinates"":[127.57944562288242,36.41310828841209]}"
85,1590.225064977258,676.9770955165692,333.9498862897985,317.08942495126695,755.6854288499026,2376.812865497076,3037.683317089018,2978.2763970110464,3287.945662768032,2.8107203208683185,5.315412378359463,-3.3955717515584594,-8.710984129917925,0.6294094649920173,0.3038985932372594,0.594445710729192,0.8067376642805801,-15.278885113487126,5.803529293266762,-9.475355820220365,1.9478613047875681,혼효림(M),2523244,4영급,"{""type"":""Point"",""coordinates"":[127.57926834633699,36.41250537473519]}"
86,1835.0543654657583,932.4855566374558,446.7394514767935,440.16236611489785,921.7193281402144,2525.0934761441094,3076.1666666666656,3130.116439467706,3296.2884615384623,2.780643851221118,4.351507787637266,-6.198571150101542,-10.550078937738807,0.5395407735947212,0.2593222101465422,0.5431943699539709,0.7522155812584834,-21.095882243753554,6.023987553904577,-15.071894689848966,3.8878097073587283,nan,2523281,nan,"{""type"":""Point"",""coordinates"":[127.58005501960737,36.44878235665909]}"
87,1802.5130597014931,918.4669857235565,412.7829331602856,413.91426022063604,866.2036826735886,2442.1503893575605,2977.6734263465287,2965.2379136924083,3210.798101881895,2.701698542876518,4.38240288275915,-5.705835278615259,-10.08823816137441,0.5248676856690089,0.24116005512369718,0.5455710759931025,0.7526939674622701,-17.4346011531382,6.478493686744074,-10.956107466394128,2.869012375305579,nan,2523282,nan,"{""type"":""Point"",""coordinates"":[127.58003605747345,36.44923302156723]}"
88,1142.0368925727287,630.0995449374288,505.87046968958225,459.9328782707623,780.6634162197303,1542.4886234357227,1774.3850154396225,1705.9147570290909,1877.1424508369898,-0.3422698049915638,4.863170270567157,-10.899279836653724,-15.762450107220879,0.3772131624599596,0.12242298058870636,0.23879360131064764,0.42614140413387575,-22.03876682247629,7.005555234188835,-15.033211588287452,2.7177869032307047,nan,2523283,nan,"{""type"":""Point"",""coordinates"":[127.58040286179288,36.44860936243304]}"
89,1855.1905534815776,798.6281447816914,351.54836877130333,312.1634474922902,808.2071903911702,2665.2624573932803,3427.6060704431093,3417.6119948060364,3730.32340529135,2.929505251589935,4.082322501190245,-4.187491679120718,-8.269814180310963,0.6208659990943407,0.29573907717471837,0.6171369877107457,0.8323927936624753,-18.533147825775288,6.12776795126267,-12.405379874512617,3.1599386638108964,활엽수림(H),2523284,4영급,"{""type"":""Point"",""coordinates"":[127.57954807960684,36.44855952600206]}"
90,1702.9562571011202,679.3090407401394,282.90431748092846,244.27081642590488,704.2310501541957,2696.090326245739,3603.3907644862843,3568.419006654762,3948.181464048044,2.860085394903134,3.9205864756253526,-6.217268435679545,-10.137854911304899,0.6794829446770851,0.35285925723543715,0.6690910569792365,0.8713157147144241,-12.49660924099712,6.331547461438787,-6.165061779558332,2.4861049201830405,활엽수림(H),2603361,5영급,"{""type"":""Point"",""coordinates"":[127.66987395028372,36.520393868243616]}"
91,1610.8151308304896,646.2837640175524,294.71257922964406,251.92353323581995,706.4967495530635,2620.4301153908664,3434.2679180887367,3406.252884771656,3683.3611246546407,2.9202890793797347,4.349985154281575,-7.0255401230422265,-11.3755252773238,0.6804922882239527,0.3573702745989871,0.6558471037952038,0.8619967963655365,-13.409696517770032,6.70381023588149,-6.705886281888543,2.330087408388627,혼효림(M),2603362,5영급,"{""type"":""Point"",""coordinates"":[127.66987469948418,36.52084442940561]}"
92,1850.7537700664834,781.9712988487111,270.2362574995946,254.64528944381382,774.5017836873683,2967.9252472839303,3723.763337116913,3868.558294146262,3999.0405383492784,2.68562707358421,3.4348744267699676,-6.066218089742268,-9.501092516512232,0.6625279525676266,0.3514466984692036,0.6656994930017636,0.8760408475477008,-14.015875940209163,6.452148577662555,-7.563727362546607,2.0645124827103696,활엽수림(H),2603363,4영급,"{""type"":""Point"",""coordinates"":[127.67035548623687,36.520174897703846]}"
93,1807.5445906432751,745.6178525016246,284.73627355425606,248.18542884990256,702.3779239766085,2749.2115821962316,3602.5069850552313,3595.1300357374926,3900.586094866798,2.837952915608235,2.765156129351626,-7.546868535510014,-10.312024664861635,0.6558599947334375,0.3299558831414301,0.6724998860815219,0.8706174530682003,-12.961370644250787,6.775138069594302,-6.186232574656484,1.9917175344133742,활엽수림(H),2603364,5영급,"{""type"":""Point"",""coordinates"":[127.66938861677339,36.520171304025034]}"
94,1899.1705319494004,1194.1858579305872,463.8099253973403,600.3253324683749,1024.3680668180343,2206.354605903341,2557.8198994485892,2643.4554816736945,2796.2772461887776,1.8729372736987657,3.6488822932299065,-5.220040239331605,-8.86892253256151,0.38035148184632944,0.16536380286675653,0.44168027702677937,0.6356303523794814,-19.44597923686456,5.622325976597413,-13.823653260267154,4.527167980104085,침엽수림(D),2763401,8영급,"{""type"":""Point"",""coordinates"":[127.84888866625505,36.555297278296855]}"
95,1447.1944038929444,681.2719383617197,303.90997566909977,296.8494728304948,779.6637469586377,2312.0613949716144,2748.6266017842663,2842.174452554745,3005.39886455799,2.7204210194533904,3.35181545009064,-3.4308024001406134,-6.782617850231252,0.6138818570282054,0.3253302005781166,0.5688436347257867,0.8098294200988251,-18.928012134095432,5.306774097040985,-13.621238037054445,3.368396621613108,침엽수림(D),2763402,8영급,"{""type"":""Point"",""coordinates"":[127.84888251526601,36.55575689045487]}"
96,1512.0063178357361,783.7796857281711,320.2770127976673,367.2614612020089,846.4424104973273,2321.249635509477,2711.10027539284,2817.463793941358,2950.0665802689127,2.3478720608533488,3.2441432725809998,-3.459444839364139,-6.703588111945139,0.5663659018091428,0.3018039386525137,0.5377629473930599,0.7695675883756474,-17.499383604306974,4.744780888036668,-12.7546027162703,3.9085526807459177,혼효림(M),2763403,8영급,"{""type"":""Point"",""coordinates"":[127.84936963944406,36.555053892315236]}"
97,1470.895786061588,765.242949756888,301.8394651539708,335.2932739059967,775.792949756888,2152.5028363047,2553.921474878444,2639.088978930308,2745.029092382495,2.413168353950801,4.76770052623827,-1.4626714179785472,-6.230371944216818,0.5497483999365358,0.2833676622051927,0.5447494924346828,0.7734796764402218,-19.073829474343196,5.72392905801416,-13.34990041632904,4.370912635280922,혼효림(M),2763404,8영급,"{""type"":""Point"",""coordinates"":[127.84839023771586,36.55506725057094]}"
98,1861.4271813169,866.2041031462862,378.2452156989946,327.49481024975677,975.3298734998383,3184.8867174829725,4067.7880311385024,4158.566250405451,4372.085549789166,2.909428336854154,2.4616151790608987,-8.335616976623673,-10.797232155684569,0.6543401510546731,0.38030396489646245,0.6193682927433735,0.8528211757761145,-10.449577858619143,6.584243390844155,-3.865334467774988,3.2720850647220603,활엽수림(H),2803361,5영급,"{""type"":""Point"",""coordinates"":[127.89313609231081,36.5189284165595]}"
99,1728.2325826312383,845.7517822423852,343.62297472456265,307.5571127673365,886.9153434867146,2924.755103694103,3681.834656513287,3765.2684705119914,3986.5101263771876,2.8537436384117245,3.1027623741196066,-13.667332081017824,-16.770094455137436,0.6321880648335519,0.36978134847206456,0.6181637364051114,0.8485905054577063,-10.676782976043121,6.0620809713056305,-4.614702004737493,2.7493178336677975,혼효림(M),2803362,6영급,"{""type"":""Point"",""coordinates"":[127.89315264686056,36.51937876115663]}"
100,1974.94645758856,950.5995287617809,441.0643483912903,389.31272343191415,1061.686382840429,3219.183782905427,4044.308092297692,4147.508449788756,4359.566704582385,2.9632675502735477,5.888130733370177,-6.619486879953227,-12.507617613323402,0.6260810184339441,0.3538820920684515,0.5898836794834758,0.8264152014140906,-9.81593599152679,6.220585935066796,-3.5953500564599903,3.0777336988482444,혼효림(M),2803363,7영급,"{""type"":""Point"",""coordinates"":[127.89364109275846,36.518699361322504]}"
101,1617.1626642868732,753.4116501703714,350.5460003245172,324.6909784196008,835.7636702904429,2694.4191140678236,3320.105792633457,3307.9537562875207,3593.280869706311,2.8399110955377256,3.2921211955947993,-8.406996612219672,-11.699117807814467,0.6281624670756613,0.3427219795557005,0.596186115898949,0.8208236639777351,-11.694276577510022,6.120222208727263,-5.574054368782761,2.5094268626145197,혼효림(M),2803364,5영급,"{""type"":""Point"",""coordinates"":[127.89267259267221,36.518697589951294]}"
